"Id","Year","Fiscal Year","DEPARTMENT","DIVISION","SECTION","FUND TYPE","FUND GROUP","FUND NAME","EXP/REV","OJBECT CLASS","ACCOUNT CATEGORY","ACCOUNT NAME","BUDGET AMOUNT"
"15719","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Automobile Allowance","5850"
"15720","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Automobile Allowance","5850"
"15721","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Bus Passes","4800"
"15722","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Bus Passes","4800"
"15723","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Deferred Compensation No 1","25683"
"15724","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","State Unemployment Insurance","4410"
"15725","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","State Unemployment Insurance","2730"
"15726","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Medicare Insurance","20299"
"15727","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Medicare Insurance","11938"
"15728","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","FICA - OASDI","86796"
"15729","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Base Labor Increase","376873"
"15730","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Worker's Compensation","26741"
"15731","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Worker's Compensation","13376"
"15732","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Books and Periodicals","Books & Periodicals","500"
"15733","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Computer Supplies","2000"
"15734","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Computer Supplies","2000"
"15735","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","City Property","Property Accounts","Computer Equipment","3600"
"15736","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","City Property","Property Accounts","Computer Equipment","3600"
"15737","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Service & Supply Adjustments","Base Budget Increase","2000"
"15738","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Memberships Licenses and Dues","200"
"15739","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Memberships Licenses and Dues","200"
"15740","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Refunds And Reimbursements","500"
"15741","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Refunds And Reimbursements","500"
"15742","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Books and Periodicals","Books & Periodicals","500"
"15743","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Banking And Fiscal Agent Svcs","72000"
"15744","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Banking And Fiscal Agent Svcs","72000"
"15745","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund SerProvided","Central Services Mail Charges","300"
"15746","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund SerProvided","Central Services Mail Charges","300"
